resource_id,source,title,url,resource_type,format,course_type,openings,color,author,author_title,level_min,level_max,level_tier,duration_min,price_eur,is_free,has_video,has_pgn,has_exercises,has_spaced_rep,rating_score,views_yt,pub_date,description,level_tier_original,level_tier_source,level_tier_new
mc__carlsbad_structure_for_white_repertoire_,modern_chess,Carlsbad Structure for White - Repertoire Against the Classical Variations - Part 1,https://www.modern-chess.com/course/carlsbad-structure-for-white-repertoire-against-the-classical-variations-part-1/27035/,course,video,opening,Queen%27s Gambit Declined|1.d4,White,"GMLuca Moroni, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,168.0,,0,1,1.0,1.0,1.0,,,,"March 13, 2026Queen's Gambit Declined1.d4",intermediate,fallback_lmin,intermediate
mc__understand_the_french_defense_rubinstein,modern_chess,Understand the French Defense: Rubinstein Legacy,https://www.modern-chess.com/course/understand-the-french-defense-rubinstein-legacy/77002/,course,video,opening,French Defense|1.e4,Both,GMPier Luigi Basso,GM,1200.0,3000.0,intermediate,,,0,1,1.0,1.0,0.0,,,,"There is a recurring problem with how the French Defence is often taught: players memorize lines without ever developing a genuine feel for the structures. GM Pier Luigi Basso takes a fundamentally different approach in Understand the French Defence – Rubinstein's Legacy, the opening volume of a new",intermediate,fallback_lmin,intermediate
mc__philidor_for_white_according_to_roiz,modern_chess,Philidor for White According to Roiz,https://www.modern-chess.com/course/philidor-for-white-according-to-roiz/36969/,course,video,opening,Philidor Defense|1.e4,White,"GMMichael Roiz, IMNikola Nikolovski, GMPetar G. Arnaudov",GM,1200.0,1800.0,intermediate,107.0,,0,1,1.0,1.0,1.0,,,,"March 11, 2026Philidor Defense1.e4",intermediate,range_only,intermediate
mc__opposite_colored_bishop_endgames_practic,modern_chess,Opposite-Colored Bishop Endgames: Practical Winning Techniques,https://www.modern-chess.com/course/opposite-colored-bishop-endgames-practical-winning-techniques/86936/,course,video,endgame,,Both,"GMAndrea Stella, GMFelix Blohberger, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,,,0,1,1.0,0.0,0.0,,,,"March 10, 2026",intermediate,fallback_lmin,intermediate
mc__french_defense_middlegame_understanding,modern_chess,French Defense - Middlegame Understanding,https://www.modern-chess.com/course/french-defense-middlegame-understanding/46903/,course,video,opening,French Defense|1.e4,Both,GMDavorin Kuljasevic,GM,1200.0,3000.0,intermediate,180.0,,0,1,1.0,1.0,0.0,,,,"There is an old saying among French Defense devotees: the real game begins once the theory stops. Unlike many sharp openings where preparation decides the outcome, the French rewards — and punishes — understanding. A player who has memorized 20 moves of the Advance Variation but cannot explain why W",intermediate,fallback_lmin,intermediate
mc__middlegame_understanding_nimzo_indian_st,modern_chess,Middlegame Understanding - Nimzo-Indian Structures,https://www.modern-chess.com/course/middlegame-understanding-nimzo-indian-structures/56837/,course,video,opening,Nimzo-Indian Defense|1.d4,Both,GMEvgeny Romanov,GM,1200.0,3000.0,intermediate,149.0,,0,1,1.0,1.0,0.0,,,,"Few structures in chess generate such radically different plans for both sides as the doubled c-pawns arising from the Nimzo-Indian Defense. White accepts a compromised pawn formation in exchange for the bishop pair, space, and dynamic potential — while Black banks on long-term structural pressure a",intermediate,fallback_lmin,intermediate
mc__the_scheveningen_sicilian_complete_guide,modern_chess,The Scheveningen Sicilian - Complete Guide for BlackPremiumDiscounted,https://www.modern-chess.com/course/the-scheveningen-sicilian-complete-guide-for-black/16804/,course,video,opening,Sicilian Defense|1.e4,Black,GMPier Luigi Basso,GM,1200.0,3000.0,intermediate,201.0,,0,1,1.0,1.0,1.0,,,,"For over a century, the Scheveningen Sicilian has stood as one of Black's most resilient answers to 1.e4—championed by Kasparov, analyzed by generations of world-class players, yet often sidelined in recent years due to the aggressive Keres Attack (6.g4). GM Pier Luigi Basso's latest course dismantl",intermediate,fallback_lmin,intermediate
mc__italian_game_with_3_d6_top_level_reperto,modern_chess,Italian Game with 3...d6 - Top-Level Repertoire for Black,https://www.modern-chess.com/course/italian-game-with-3-d6-top-level-repertoire-for-black/66771/,course,video,opening,Italian Game|1.e4,Black,GMSina Movahed,GM,1200.0,3000.0,intermediate,170.0,,0,1,1.0,1.0,1.0,,,,"The Italian Game has long been considered White's most natural route to a more comfortable game after 1.e4 e5 — but 3...d6 challenges that narrative. Where 3...Bc5 and 3...Nf6 meet the central play head-on, Black's modest third move conceals a radically different plan: the thematic ...f5 break, a re",intermediate,fallback_lmin,intermediate
mc__creative_repertoire_against_semi_slav_de,modern_chess,Creative Repertoire against Semi-Slav Defense - Play 5.Qd3,https://www.modern-chess.com/course/creative-repertoire-against-semi-slav-defense-play-5-qd3/26738/,course,video,opening,Slav Defence|1.d4,Both,GMMahammad Muradli,GM,2300.0,3000.0,expert,143.0,,0,1,1.0,1.0,1.0,,,,"When GM Mahammad Muradli presents 5.Qd3 against the Semi-Slav, he's not offering another sideline for surprise value. He's revealing a strategic weapon that elite grandmasters have quietly employed at the highest level—one that leads to positions where your opponent's theoretical knowledge runs out ",expert,range_only,expert
mc__supi_vs_the_sicilian_part_3,modern_chess,Supi vs the Sicilian - Part 3,https://www.modern-chess.com/course/supi-vs-the-sicilian-part-3/76705/,course,video,opening,Sicilian Defense|1.e4,Both,GMLuis Supi,GM,1200.0,3000.0,intermediate,127.0,,0,1,1.0,1.0,1.0,,,,"When preparation obsession reaches its peak in modern chess, the strongest players seek not just good positions, but positions their opponents haven't studied. GM Luis Paulo Supi's third and final installment of his Sicilian repertoire introduces a deceptively simple concept: strategic postponement.",intermediate,fallback_lmin,intermediate
mc__kid_fianchetto_6_b3_a_modern_repertoire_,modern_chess,KID Fianchetto 6.b3 - A Modern Repertoire for WhitePremiumDiscounted,https://www.modern-chess.com/course/kid-fianchetto-6-b3-a-modern-repertoire-for-white/36672/,course,video,opening,King%27s Indian Defense|1.d4,White,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,282.0,,0,1,1.0,1.0,1.0,,,,"March 2, 2026King's Indian Defense1.d4",intermediate,fallback_lmin,intermediate
mc__caro_kann_for_white_a_complete_repertoir,modern_chess,Caro-Kann for White: A Complete Repertoire GuidePlatinumDiscounted,https://www.modern-chess.com/course/caro-kann-for-white-a-complete-repertoire-guide/86639/,course,video,opening,Caro-Kann Defense|1.e4,White,"GMJose Martinez Alcantara, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,261.0,,0,1,1.0,1.0,1.0,,,,"March 1, 2026Caro-Kann Defense1.e4",intermediate,fallback_lmin,intermediate
mc__how_to_find_the_right_plan,modern_chess,How to Find the Right Plan,https://www.modern-chess.com/course/how-to-find-the-right-plan/46606/,course,video,general,,Both,GMIoannis Papaioannou,GM,2300.0,3000.0,expert,360.0,,0,1,1.0,1.0,0.0,,,,"In the golden age of positional chess, masters like Nimzowitsch and Petrosian built their reputations on a deceptively simple principle: restrict your opponent's possibilities first, then execute your own plan at leisure. This strategic philosophy—often called prophylaxis or restraint—remains one of",expert,range_only,expert
mc__1_b3_according_to_jobava_refined_part_2,modern_chess,1.b3 According to Jobava Refined - Part 2,https://www.modern-chess.com/course/1-b3-according-to-jobava-refined-part-2/96573/,course,video,opening,Larsen Opening|1.b3,Both,"GMBaadur Jobava, GMPier Luigi Basso",GM,2300.0,3000.0,expert,182.0,,0,1,1.0,1.0,1.0,,,,"February 27, 2026Larsen Opening1.b3",expert,range_only,expert
mc__grivas_sicilian_for_black_top_level_repe,modern_chess,Grivas Sicilian for Black - Top-Level Repertoire,https://www.modern-chess.com/course/grivas-sicilian-for-black-top-level-repertoire/56540/,course,video,opening,Sicilian Defense|1.e4,Black,GMBoris Avrukh,GM,1200.0,3000.0,intermediate,387.0,,0,1,1.0,1.0,1.0,,,,"The Grivas Sicilian—characterized by the early 4...Qb6—has long existed in the shadow of mainstream Open Sicilian theory. For decades, strong players dismissed it as interesting but ultimately insufficient, particularly after White's most testing responses. GM Boris Avrukh, one of the world's foremo",intermediate,fallback_lmin,intermediate
mc__dreev_deep_caro_kann_part_3,modern_chess,Dreev Deep Caro-Kann - Part 3,https://www.modern-chess.com/course/dreev-deep-caro-kann-part-3/16507/,course,video,opening,Caro-Kann Defense|1.e4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,188.0,,0,1,1.0,1.0,1.0,,,,"February 25, 2026Caro-Kann Defense1.e4",intermediate,fallback_lmin,intermediate
mc__9_steps_to_endgame_mastery,modern_chess,9 Steps to Endgame Mastery,https://www.modern-chess.com/course/9-steps-to-endgame-mastery/66474/,course,video,endgame,,Both,"IMFilip Pancevski, IMNikola Nikolovski",IM,2300.0,3000.0,expert,378.0,,0,1,1.0,1.0,0.0,,,,"February 24, 2026",expert,range_only,expert
mc__arsenal_for_1_e5_players,modern_chess,Arsenal for 1...e5 PlayersArsenal,https://www.modern-chess.com/course/arsenal-for-1-e5-players/26441/,course,video,opening,King%27s Gambit|Ponziani Opening|Vienna Game|Central Game|Bishop%27s Opening|Glek System|1.e4,Both,"GMPier Luigi Basso, GMVladimir Malakhov",GM,1200.0,3000.0,intermediate,257.0,,0,1,1.0,1.0,1.0,,,,"February 23, 2026King's GambitPonziani OpeningVienna GameCentral GameBishop's OpeningGlek System1.e4",intermediate,fallback_lmin,intermediate
mc__queens_gambit_declined_for_black_modern_,modern_chess,Queen's Gambit Declined for Black - Modern Approach to the Carlsbad,https://www.modern-chess.com/course/queens-gambit-declined-for-black-modern-approach-to-the-carlsbad/76408/,course,video,opening,Queen%27s Gambit Declined|1.d4,Black,GMBoris Avrukh,GM,1200.0,3000.0,intermediate,277.0,,0,1,1.0,1.0,1.0,,,,"The Carlsbad structure has produced some of chess's most instructive positional battles. White methodically advances on the queenside, Black counters with central or kingside activity, and the resulting plans are taught in textbooks worldwide. Yet despite this wealth of understanding, Black players ",intermediate,fallback_lmin,intermediate
mc__sicilian_taimanov_elite_repertoire_for_w,modern_chess,Sicilian Taimanov - Elite Repertoire for White,https://www.modern-chess.com/course/sicilian-taimanov-elite-repertoire-for-white/36375/,course,video,opening,Sicilian Defense|1.e4,White,"IMDragos Ceres, GMJose Martinez Alcantara",GM,1200.0,3000.0,intermediate,206.0,,0,1,1.0,1.0,1.0,,,,"February 21, 2026Sicilian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__crushing_the_sicilian_grand_prix_attack,modern_chess,Crushing the Sicilian - Grand Prix AttackPremiumDiscounted,https://www.modern-chess.com/course/crushing-the-sicilian-grand-prix-attack/86342/,course,video,opening,Sicilian Defense|1.e4,Both,IMKushager Krishnater,IM,1200.0,3000.0,intermediate,196.0,,0,1,1.0,1.0,1.0,,,,"IM Kushager Krishnater's Crushing The Sicilian - Grand Prix Attack offers a repertoire built on 2.Nc3, deliberately avoiding the main battlegrounds where Black's preparation runs deepest. This isn't a system for players seeking quiet games—it's a weapon for those who want to dictate the battle while",intermediate,fallback_lmin,intermediate
mc__bishop_endgames_essential_knowledge_for_,modern_chess,Bishop Endgames - Essential Knowledge for the Practical Player,https://www.modern-chess.com/course/bishop-endgames-essential-knowledge-for-the-practical-player/46309/,course,video,endgame,,Both,"GMFelix Blohberger, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,151.0,,0,1,1.0,1.0,0.0,,,,"February 19, 2026",intermediate,fallback_lmin,intermediate
mc__transition_from_the_opening_to_the_endga,modern_chess,Transition from the Opening to the Endgame,https://www.modern-chess.com/course/transition-from-the-opening-to-the-endgame/96276/,course,video,opening,,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"The conventional wisdom in chess instruction maintains a clear separation: opening theory belongs to one category, endgame technique to another. Yet some of the most practical chess knowledge exists precisely at their intersection—positions where queens leave the board early, where theoretical prepa",intermediate,fallback_lmin,intermediate
mc__french_defense_for_black_the_creative_2_,modern_chess,French Defense for Black - The Creative 2...a6 System,https://www.modern-chess.com/course/french-defense-for-black-the-creative-2-a6-system/56243/,course,video,opening,French Defense|1.e4,Black,"GMBaadur Jobava, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,117.0,,0,1,1.0,1.0,1.0,,,,"February 17, 2026French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__1_e4_c5_2_nf3_nc6_top_level_repertoire_f,modern_chess,1.e4 c5 2.Nf3 Nc6 - Top-Level Repertoire for BlackPremiumDiscounted,https://www.modern-chess.com/course/1-e4-c5-2-nf3-nc6-top-level-repertoire-for-black/16210/,course,video,opening,Sicilian Defense|1.e4,Black,GMBrandon Jacobson,GM,1200.0,3000.0,intermediate,262.0,,0,1,1.0,1.0,1.0,,,,"Magnus Carlsen, Nihal Sarin, Hikaru Nakamura—when top players need a Sicilian that combines solidity with dynamic potential, they turn to 2...Nc6. This seemingly simple move order has quietly become one of the most sophisticated weapons in modern tournament practice, offering Black the strategic fle",intermediate,fallback_lmin,intermediate
mc__play_the_catalan_part_4,modern_chess,Play the Catalan - Part 4,https://www.modern-chess.com/course/play-the-catalan-part-4/66177/,course,video,opening,Catalan Opening|1.d4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,217.0,,0,1,1.0,1.0,1.0,,,,"February 15, 2026Catalan Opening1.d4",intermediate,fallback_lmin,intermediate
mc__1_nf3_nf6_2_c4_g6_for_white_deep_underst,modern_chess,1.Nf3 Nf6 2.c4 g6 for White - Deep Understanding,https://www.modern-chess.com/course/1-nf3-nf6-2-c4-g6-for-white-deep-understanding/26144/,course,video,opening,English Opening|Reti Opening|1.c4,White,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,630.0,,0,1,1.0,0.0,0.0,,,,"After 1.Nf3 Nf6 2.c4 g6, White faces one of the most flexible yet underexplored junctures in modern opening theory. Black's natural King's Indian-style development signals ambitious plans, but White has the opportunity to steer the game toward Reti structures that reward deep positional understandin",intermediate,fallback_lmin,intermediate
mc__1_b3_according_to_jobava_refined_part_1,modern_chess,1.b3 According to Jobava Refined - Part 1,https://www.modern-chess.com/course/1-b3-according-to-jobava-refined-part-1/76111/,course,video,opening,Larsen Opening|1.b3,Both,"GMBaadur Jobava, GMPier Luigi Basso",GM,2300.0,3000.0,expert,111.0,,0,1,1.0,1.0,1.0,,,,"February 13, 2026Larsen Opening1.b3",expert,range_only,expert
mc__blumenfeld_gambit_top_level_repertoire_f,modern_chess,Blumenfeld Gambit - Top-Level Repertoire for BlackPremiumDiscounted,https://www.modern-chess.com/course/blumenfeld-gambit-top-level-repertoire-for-black/36078/,course,video,opening,Blumenfeld Gambit|1.d4,Black,GMSina Movahed,GM,1200.0,3000.0,intermediate,180.0,,0,1,1.0,1.0,1.0,,,,"For decades, 1.d4 Nf6 2.c4 e6 3.Nf3 has been White's most reliable route to a safe, structured game — a move order preferred precisely because it steers clear of chaos. The Blumenfeld Gambit refuses that contract. With 3...c5 4.d5 b5, Black sacrifices a pawn for dynamic central control and immediate",intermediate,fallback_lmin,intermediate
mc__french_advance_pawn_structures_expert_st,modern_chess,French Advance Pawn Structures - Expert Strategic Understanding,https://www.modern-chess.com/course/french-advance-pawn-structures-expert-strategic-understanding/86045/,course,video,opening,French Defense|1.e4,Both,"GMPier Luigi Basso, GMVladimir Malakhov",GM,2300.0,3000.0,expert,317.0,,0,1,1.0,1.0,0.0,,,,"February 11, 2026French Defense1.e4",expert,range_only,expert
